50	25	31.683637	0.986192	-2.662713
50	50	34.212389	-5.35462	0.689182
50	75	28.080944	-6.391402	1.237246
1000	25	44.000284	1.191108	-2.771036
1000	50	39.755155	-5.227623	0.622049
1000	75	26.912804	-6.300557	1.189226
5000	25	25.162826	7.072536	-5.88009
5000	50	85.47294	-4.883925	0.440362
5000	75	26.095816	-5.800593	0.924933


